dataset,model,seed,label_rate,ablation,noise_level,accuracy,best_epoch,train_time
Synthetic-Heterophilous,GCN,1,0.03,edge_drop,,0.5413534045219421,26,9.64801549911499
Synthetic-Heterophilous,GCN,1,0.05,identity,,0.6390977501869202,38,14.662419319152832
Synthetic-Heterophilous,GCN,1,0.05,shuffled_features,,0.37593984603881836,16,9.25043272972107
Synthetic-Heterophilous,GCN,1,0.05,gaussian_features,0.1,0.6365914940834045,38,14.418100357055664
Synthetic-Heterophilous,GCN,1,0.05,gaussian_features,0.3,0.6716791987419128,31,12.906625032424927
Synthetic-Heterophilous,GCN,1,0.05,gaussian_features,0.5,0.6666666865348816,45,16.75363302230835
Synthetic-Heterophilous,GCN,1,0.05,edge_drop,,0.5689222812652588,36,11.422457456588745
Synthetic-Heterophilous,GCN,1,0.1,identity,,0.7042606472969055,53,18.132261514663696
Synthetic-Heterophilous,GCN,1,0.1,shuffled_features,,0.4310776889324188,16,9.354026317596436
Synthetic-Heterophilous,GCN,1,0.1,gaussian_features,0.1,0.7092731595039368,45,15.97446084022522
Synthetic-Heterophilous,GCN,1,0.1,gaussian_features,0.3,0.7117794752120972,53,18.704673767089844
Synthetic-Heterophilous,GCN,1,0.1,gaussian_features,0.5,0.7042606472969055,39,14.845807075500488
Synthetic-Heterophilous,GCN,1,0.1,edge_drop,,0.6140350699424744,51,14.626290082931519
Synthetic-Heterophilous,GCN,2,0.01,identity,,0.5,41,15.527061939239502
Synthetic-Heterophilous,GCN,2,0.01,shuffled_features,,0.2989949882030487,26,11.749569416046143
Synthetic-Heterophilous,GCN,2,0.01,gaussian_features,0.1,0.5075376629829407,41,15.210204601287842
Synthetic-Heterophilous,GCN,2,0.01,gaussian_features,0.3,0.49246230721473694,42,15.559484243392944
Synthetic-Heterophilous,GCN,2,0.01,gaussian_features,0.5,0.4748743772506714,40,15.733284711837769
Synthetic-Heterophilous,GCN,2,0.01,edge_drop,,0.4748743772506714,38,12.076098918914795
Synthetic-Heterophilous,GCN,2,0.03,identity,,0.6306532621383667,20,10.120821475982666
Synthetic-Heterophilous,GCN,2,0.03,shuffled_features,,0.4045226275920868,28,12.4021315574646
Synthetic-Heterophilous,GCN,2,0.03,gaussian_features,0.1,0.6030150651931763,36,14.203747034072876
Synthetic-Heterophilous,GCN,2,0.03,gaussian_features,0.3,0.6206030249595642,27,11.850034236907959
Synthetic-Heterophilous,GCN,2,0.03,gaussian_features,0.5,0.6381909251213074,17,9.181977987289429
Synthetic-Heterophilous,GCN,2,0.03,edge_drop,,0.5804020166397095,20,7.706778287887573
Synthetic-Heterophilous,GCN,2,0.05,identity,,0.6859296560287476,35,13.587478876113892
Synthetic-Heterophilous,GCN,2,0.05,shuffled_features,,0.4271356761455536,14,8.77915620803833
Synthetic-Heterophilous,GCN,2,0.05,gaussian_features,0.1,0.6834170818328857,42,15.408228635787964
Synthetic-Heterophilous,GCN,2,0.05,gaussian_features,0.3,0.6582914590835571,37,14.798383951187134
Synthetic-Heterophilous,GCN,2,0.05,gaussian_features,0.5,0.6557788848876953,51,17.447495698928833
Synthetic-Heterophilous,GCN,2,0.05,edge_drop,,0.643216073513031,19,8.188211441040039
Synthetic-Heterophilous,GCN,2,0.1,identity,,0.7286432385444641,59,19.296862363815308
Synthetic-Heterophilous,GCN,2,0.1,shuffled_features,,0.46984925866127014,11,8.138523578643799
Synthetic-Heterophilous,GCN,2,0.1,gaussian_features,0.1,0.7236180901527405,77,24.03620171546936
Synthetic-Heterophilous,GCN,2,0.1,gaussian_features,0.3,0.7236180901527405,59,19.900256156921387
Synthetic-Heterophilous,GCN,2,0.1,gaussian_features,0.5,0.733668327331543,41,15.305686473846436
Synthetic-Heterophilous,GCN,2,0.1,edge_drop,,0.6482412219047546,56,15.430747985839844
Synthetic-Heterophilous,GCN,3,0.01,identity,,0.5214105844497681,40,15.383844375610352
Synthetic-Heterophilous,GCN,3,0.01,shuffled_features,,0.251889169216156,32,13.010122060775757
Synthetic-Heterophilous,GCN,3,0.01,gaussian_features,0.1,0.5340050458908081,24,11.24539589881897
Synthetic-Heterophilous,GCN,3,0.01,gaussian_features,0.3,0.501259446144104,42,15.293750762939453
Synthetic-Heterophilous,GCN,3,0.01,gaussian_features,0.5,0.496221661567688,41,15.317880392074585
Synthetic-Heterophilous,GCN,3,0.01,edge_drop,,0.4357682764530182,28,9.695623397827148
Synthetic-Heterophilous,GCN,3,0.03,identity,,0.5919395685195923,35,13.759323596954346
Synthetic-Heterophilous,GCN,3,0.03,shuffled_features,,0.3375314772129059,38,14.497240781784058
Synthetic-Heterophilous,GCN,3,0.03,gaussian_features,0.1,0.6196473836898804,40,15.280729532241821
Synthetic-Heterophilous,GCN,3,0.03,gaussian_features,0.3,0.6297228932380676,41,15.006218910217285
Synthetic-Heterophilous,GCN,3,0.03,gaussian_features,0.5,0.5994962453842163,26,11.744623184204102
Synthetic-Heterophilous,GCN,3,0.03,edge_drop,,0.5516372919082642,25,9.328154563903809
Synthetic-Heterophilous,GCN,3,0.05,identity,,0.6498740315437317,39,14.594262599945068
Synthetic-Heterophilous,GCN,3,0.05,shuffled_features,,0.4130982458591461,19,10.068605184555054
Synthetic-Heterophilous,GCN,3,0.05,gaussian_features,0.1,0.6649873852729797,53,17.988946676254272
Synthetic-Heterophilous,GCN,3,0.05,gaussian_features,0.3,0.6624684929847717,27,11.514460802078247
Synthetic-Heterophilous,GCN,3,0.05,gaussian_features,0.5,0.6624684929847717,30,12.394688129425049
Synthetic-Heterophilous,GCN,3,0.05,edge_drop,,0.5843828916549683,32,10.592318534851074
Synthetic-Heterophilous,GCN,3,0.1,identity,,0.7304785847663879,28,11.821149587631226
Synthetic-Heterophilous,GCN,3,0.1,shuffled_features,,0.4357682764530182,75,23.57354211807251
Synthetic-Heterophilous,GCN,3,0.1,gaussian_features,0.1,0.7103274464607239,44,15.952354431152344
Synthetic-Heterophilous,GCN,3,0.1,gaussian_features,0.3,0.7229219079017639,48,16.88752770423889
Synthetic-Heterophilous,GCN,3,0.1,gaussian_features,0.5,0.7204030156135559,34,13.386916160583496
Synthetic-Heterophilous,GCN,3,0.1,edge_drop,,0.6523929238319397,35,11.165179967880249
Synthetic-Heterophilous,GCN,4,0.01,identity,,0.5289672613143921,25,11.297098636627197
Synthetic-Heterophilous,GCN,4,0.01,shuffled_features,,0.29722923040390015,38,14.400556325912476
Synthetic-Heterophilous,GCN,4,0.01,gaussian_features,0.1,0.513853907585144,25,11.247749328613281
Synthetic-Heterophilous,GCN,4,0.01,gaussian_features,0.3,0.48362720012664795,72,23.038143396377563
Synthetic-Heterophilous,GCN,4,0.01,gaussian_features,0.5,0.44584381580352783,31,12.685872793197632
Synthetic-Heterophilous,GCN,4,0.01,edge_drop,,0.4710327386856079,53,14.548383951187134
Synthetic-Heterophilous,GCN,4,0.03,identity,,0.6599496006965637,29,12.153770208358765
Synthetic-Heterophilous,GCN,4,0.03,shuffled_features,,0.4005037844181061,40,15.65721869468689
Synthetic-Heterophilous,GCN,4,0.03,gaussian_features,0.1,0.6322417855262756,41,15.113754749298096
Synthetic-Heterophilous,GCN,4,0.03,gaussian_features,0.3,0.6272040009498596,41,15.005041599273682
Synthetic-Heterophilous,GCN,4,0.03,gaussian_features,0.5,0.6221662759780884,28,12.068768739700317
Synthetic-Heterophilous,GCN,4,0.03,edge_drop,,0.5692695379257202,18,8.038453817367554
Synthetic-Heterophilous,GCN,4,0.05,identity,,0.6926952004432678,45,16.066027879714966
Synthetic-Heterophilous,GCN,4,0.05,shuffled_features,,0.45088160037994385,33,13.12673544883728
Synthetic-Heterophilous,GCN,4,0.05,gaussian_features,0.1,0.6876574158668518,42,15.588732242584229
Synthetic-Heterophilous,GCN,4,0.05,gaussian_features,0.3,0.6700251698493958,48,16.81295132637024
Synthetic-Heterophilous,GCN,4,0.05,gaussian_features,0.5,0.6649873852729797,49,16.99743890762329
Synthetic-Heterophilous,GCN,4,0.05,edge_drop,,0.6070529222488403,53,15.200422048568726
Synthetic-Heterophilous,GCN,4,0.1,identity,,0.7783375382423401,62,20.040619611740112
Synthetic-Heterophilous,GCN,4,0.1,shuffled_features,,0.4634760618209839,75,23.69696354866028
Synthetic-Heterophilous,GCN,4,0.1,gaussian_features,0.1,0.760705292224884,52,18.268353700637817
Synthetic-Heterophilous,GCN,4,0.1,gaussian_features,0.3,0.748110830783844,44,15.853494644165039
Synthetic-Heterophilous,GCN,4,0.1,gaussian_features,0.5,0.743073046207428,47,17.07884693145752
Synthetic-Heterophilous,GCN,4,0.1,edge_drop,,0.6549118161201477,35,11.164243936538696
